t, a, b, c, d, e, f
1.6100e-01, -6, -14, -6, 16, -30, -41
1.6105e-01, -5, -13, -5, 19, -30, -40
1.6110e-01, -5, -13, -5, 19, -30, -40
1.6115e-01, -5, -13, -6, 22, -32, -39
1.6120e-01, -5, -13, -6, 22, -32, -39
1.6125e-01, -6, -13, -5, 22, -28, -38
1.6130e-01, -6, -13, -5, 22, -28, -38
1.6135e-01, -3, -10, -4, 24, -29, -36
1.6140e-01, -3, -10, -4, 24, -29, -36
1.6145e-01, -4, -7, -4, 24, -24, -36
1.6150e-01, -4, -7, -4, 24, -24, -36
1.6155e-01, -7, -6, -3, 25, -27, -36
1.6160e-01, -7, -6, -3, 25, -27, -36
1.6165e-01, -8, -3, -3, 26, -19, -35
1.6170e-01, -8, -3, -3, 26, -19, -35
1.6175e-01, -6, -1, -2, 27, -22, -35
1.6180e-01, -6, -1, -2, 27, -22, -35
1.6185e-01, -8, 1, -2, 26, -22, -35
1.6190e-01, -8, 1, -2, 26, -22, -35
1.6195e-01, -10, 5, 1, 28, -21, -38
1.6200e-01, -10, 5, 1, 28, -21, -38
1.6205e-01, -12, 5, 1, 27, -20, -37
1.6210e-01, -12, 5, 1, 27, -20, -37
1.6215e-01, -12, 7, 2, 28, -15, -39
1.6220e-01, -12, 7, 2, 28, -15, -39
1.6225e-01, -16, 8, 5, 27, -14, -40
1.6230e-01, -16, 8, 5, 27, -14, -40
1.6235e-01, -18, 9, 5, 27, -11, -38
1.6240e-01, -18, 9, 5, 27, -11, -38
1.6245e-01, -21, 10, 6, 29, -9, -39
1.6250e-01, -21, 10, 6, 29, -9, -39
1.6255e-01, -20, 12, 6, 28, -9, -39
1.6260e-01, -20, 12, 6, 28, -9, -39
1.6265e-01, -21, 13, 8, 27, -3, -37
1.6270e-01, -21, 13, 8, 27, -3, -37
1.6275e-01, -20, 14, 10, 28, -2, -37
1.6280e-01, -20, 14, 10, 28, -2, -37
1.6285e-01, -21, 15, 10, 28, 3, -34
1.6290e-01, -21, 15, 10, 28, 3, -34
1.6295e-01, -18, 15, 11, 27, 3, -35
1.6300e-01, -18, 15, 11, 27, 3, -35
1.6305e-01, -17, 15, 13, 27, 6, -33
1.6310e-01, -17, 15, 13, 27, 6, -33
1.6315e-01, -17, 17, 14, 26, 10, -31
1.6320e-01, -17, 17, 14, 26, 10, -31
1.6325e-01, -16, 16, 15, 25, 13, -29
1.6330e-01, -16, 16, 15, 25, 13, -29
1.6335e-01, -15, 17, 16, 25, 15, -29
1.6340e-01, -15, 17, 16, 25, 15, -29
1.6345e-01, -14, 18, 17, 25, 15, -27
1.6350e-01, -14, 18, 17, 25, 15, -27
1.6355e-01, -12, 19, 17, 24, 17, -25
1.6360e-01, -12, 19, 17, 24, 17, -25
1.6365e-01, -12, 21, 17, 23, 16, -26
1.6370e-01, -12, 21, 17, 23, 16, -26
1.6375e-01, -11, 21, 19, 22, 22, -23
1.6380e-01, -11, 21, 19, 22, 22, -23
1.6385e-01, -11, 21, 18, 21, 20, -20
1.6390e-01, -11, 21, 18, 21, 20, -20
1.6395e-01, -10, 21, 18, 18, 23, -21
1.6400e-01, -10, 21, 18, 18, 23, -21
1.6405e-01, -9, 21, 18, 20, 23, -19
1.6410e-01, -9, 21, 18, 20, 23, -19
1.6415e-01, -8, 22, 18, 19, 23, -19
1.6420e-01, -8, 22, 18, 19, 23, -19
1.6425e-01, -9, 22, 18, 18, 24, -18
1.6430e-01, -9, 22, 18, 18, 24, -18
1.6435e-01, -7, 23, 17, 18, 23, -15
1.6440e-01, -7, 23, 17, 18, 23, -15
1.6445e-01, -6, 20, 17, 15, 23, -18
1.6450e-01, -6, 20, 17, 15, 23, -18
1.6455e-01, -4, 22, 16, 18, 23, -17
1.6460e-01, -4, 22, 16, 18, 23, -17
1.6465e-01, -3, 21, 15, 16, 22, -15
1.6470e-01, -3, 21, 15, 16, 22, -15
1.6475e-01, -3, 20, 14, 15, 19, -15
1.6480e-01, -3, 20, 14, 15, 19, -15
1.6485e-01, 1, 19, 11, 15, 19, -15
1.6490e-01, 1, 19, 11, 15, 19, -15
1.6495e-01, 3, 18, 9, 14, 16, -13
1.6500e-01, 3, 18, 9, 14, 16, -13
1.6505e-01, 3, 18, 8, 14, 17, -13
1.6510e-01, 3, 18, 8, 14, 17, -13
1.6515e-01, 6, 16, 7, 13, 14, -12
1.6520e-01, 6, 16, 7, 13, 14, -12
1.6525e-01, 9, 16, 5, 14, 15, -8
1.6530e-01, 9, 16, 5, 14, 15, -8
1.6535e-01, 12, 16, 2, 12, 14, -5
1.6540e-01, 12, 16, 2, 12, 14, -5
1.6545e-01, 13, 14, 1, 11, 11, -2
1.6550e-01, 13, 14, 1, 11, 11, -2
1.6555e-01, 15, 13, -1, 9, 10, 2
1.6560e-01, 15, 13, -1, 9, 10, 2
1.6565e-01, 18, 13, -3, 7, 14, 7
1.6570e-01, 18, 13, -3, 7, 14, 7
1.6575e-01, 18, 13, -4, 6, 11, 11
1.6580e-01, 18, 13, -4, 6, 11, 11
1.6585e-01, 21, 10, -7, 4, 11, 14
1.6590e-01, 21, 10, -7, 4, 11, 14
1.6595e-01, 22, 9, -8, 3, 10, 20
1.6600e-01, 22, 9, -8, 3, 10, 20
1.6605e-01, 23, 8, -9, 2, 10, 25
1.6610e-01, 23, 8, -9, 2, 10, 25
1.6615e-01, 24, 7, -9, -1, 11, 29
1.6620e-01, 24, 7, -9, -1, 11, 29
1.6625e-01, 24, 5, -10, 0, 11, 36
1.6630e-01, 24, 5, -10, 0, 11, 36
1.6635e-01, 23, 4, -11, 0, 11, 41
1.6640e-01, 23, 4, -11, 0, 11, 41
1.6645e-01, 23, 2, -12, -3, 14, 46
1.6650e-01, 23, 2, -12, -3, 14, 46
1.6655e-01, 24, 1, -13, -6, 11, 49
1.6660e-01, 24, 1, -13, -6, 11, 49
1.6665e-01, 23, 0, -13, -7, 9, 58
1.6670e-01, 23, 0, -13, -7, 9, 58
1.6675e-01, 24, -2, -13, -6, 11, 63
1.6680e-01, 24, -2, -13, -6, 11, 63
1.6685e-01, 23, -3, -13, -8, 11, 67
1.6690e-01, 23, -3, -13, -8, 11, 67
1.6695e-01, 23, -5, -13, -10, 8, 71
1.6700e-01, 23, -5, -13, -10, 8, 71
1.6705e-01, 23, -6, -12, -10, 9, 77
1.6710e-01, 23, -6, -12, -10, 9, 77
1.6715e-01, 24, -8, -12, -12, 6, 80
1.6720e-01, 24, -8, -12, -12, 6, 80
1.6725e-01, 22, -9, -11, -14, 8, 83
1.6730e-01, 22, -9, -11, -14, 8, 83
1.6735e-01, 22, -9, -12, -15, 7, 83
1.6740e-01, 22, -9, -12, -15, 7, 83
1.6745e-01, 19, -10, -10, -15, 8, 87
1.6750e-01, 19, -10, -10, -15, 8, 87
1.6755e-01, 20, -11, -8, -16, 7, 87
1.6760e-01, 20, -11, -8, -16, 7, 87
1.6765e-01, 17, -13, -9, -17, 10, 90
1.6770e-01, 17, -13, -9, -17, 10, 90
1.6775e-01, 17, -13, -7, -18, 7, 90
1.6780e-01, 17, -13, -7, -18, 7, 90
1.6785e-01, 15, -14, -6, -18, 8, 89
1.6790e-01, 15, -14, -6, -18, 8, 89
1.6795e-01, 14, -14, -6, -18, 9, 90
1.6800e-01, 14, -14, -6, -18, 9, 90
1.6805e-01, 14, -14, -3, -21, 10, 91
1.6810e-01, 14, -14, -3, -21, 10, 91
1.6815e-01, 12, -12, -2, -20, 12, 90
1.6820e-01, 12, -12, -2, -20, 12, 90
1.6825e-01, 11, -13, 0, -18, 12, 87
1.6830e-01, 11, -13, 0, -18, 12, 87
1.6835e-01, 11, -12, 1, -18, 14, 85
1.6840e-01, 11, -12, 1, -18, 14, 85
1.6845e-01, 12, -11, 1, -17, 15, 83
1.6850e-01, 12, -11, 1, -17, 15, 83
1.6855e-01, 13, -8, 3, -17, 18, 82
1.6860e-01, 13, -8, 3, -17, 18, 82
1.6865e-01, 13, -6, 3, -18, 19, 80
1.6870e-01, 13, -6, 3, -18, 19, 80
1.6875e-01, 13, -3, 5, -14, 18, 75
1.6880e-01, 13, -3, 5, -14, 18, 75
1.6885e-01, 14, 0, 6, -16, 21, 73
1.6890e-01, 14, 0, 6, -16, 21, 73
1.6895e-01, 15, 1, 7, -13, 23, 73
1.6900e-01, 15, 1, 7, -13, 23, 73
1.6905e-01, 18, 4, 7, -11, 23, 69
1.6910e-01, 18, 4, 7, -11, 23, 69
1.6915e-01, 18, 6, 8, -10, 20, 67
1.6920e-01, 18, 6, 8, -10, 20, 67
1.6925e-01, 17, 6, 6, -8, 23, 65
1.6930e-01, 17, 6, 6, -8, 23, 65
1.6935e-01, 18, 9, 6, -6, 20, 65
1.6940e-01, 18, 9, 6, -6, 20, 65
1.6945e-01, 18, 9, 7, -4, 21, 64
1.6950e-01, 18, 9, 7, -4, 21, 64
1.6955e-01, 18, 11, 7, -4, 20, 61
1.6960e-01, 18, 11, 7, -4, 20, 61
1.6965e-01, 17, 11, 7, -3, 20, 60
1.6970e-01, 17, 11, 7, -3, 20, 60
1.6975e-01, 18, 14, 6, -2, 15, 59
1.6980e-01, 18, 14, 6, -2, 15, 59
1.6985e-01, 16, 12, 4, 0, 15, 57
1.6990e-01, 16, 12, 4, 0, 15, 57
1.6995e-01, 16, 13, 3, 3, 13, 58
1.7000e-01, 16, 13, 3, 3, 13, 58
1.7005e-01, 14, 13, 4, 3, 10, 55
1.7010e-01, 14, 13, 4, 3, 10, 55
1.7015e-01, 13, 13, 2, 6, 8, 55
1.7020e-01, 13, 13, 2, 6, 8, 55
1.7025e-01, 11, 13, 2, 8, 6, 51
1.7030e-01, 11, 13, 2, 8, 6, 51
1.7035e-01, 10, 14, 1, 9, 4, 50
1.7040e-01, 10, 14, 1, 9, 4, 50
1.7045e-01, 8, 13, 3, 9, 2, 49
1.7050e-01, 8, 13, 3, 9, 2, 49
1.7055e-01, 6, 14, -1, 10, 1, 46
1.7060e-01, 6, 14, -1, 10, 1, 46
1.7065e-01, 3, 14, 0, 10, -3, 44
1.7070e-01, 3, 14, 0, 10, -3, 44
1.7075e-01, 2, 15, 0, 12, -4, 41
1.7080e-01, 2, 15, 0, 12, -4, 41
1.7085e-01, 2, 14, 0, 13, -8, 38
1.7090e-01, 2, 14, 0, 13, -8, 38
1.7095e-01, 2, 16, 1, 14, -7, 36
1.7100e-01, 2, 16, 1, 14, -7, 36
1.7105e-01, 3, 15, -2, 14, -10, 33
1.7110e-01, 3, 15, -2, 14, -10, 33
1.7115e-01, 2, 15, -2, 15, -12, 32
1.7120e-01, 2, 15, -2, 15, -12, 32
1.7125e-01, 3, 14, -3, 16, -14, 28
1.7130e-01, 3, 14, -3, 16, -14, 28
1.7135e-01, 5, 14, 0, 15, -13, 24
1.7140e-01, 5, 14, 0, 15, -13, 24
1.7145e-01, 5, 14, -3, 16, -16, 19
1.7150e-01, 5, 14, -3, 16, -16, 19
1.7155e-01, 7, 16, -2, 17, -14, 17
1.7160e-01, 7, 16, -2, 17, -14, 17
1.7165e-01, 7, 18, -2, 16, -17, 14
1.7170e-01, 7, 18, -2, 16, -17, 14
1.7175e-01, 10, 17, -1, 17, -18, 10
1.7180e-01, 10, 17, -1, 17, -18, 10
1.7185e-01, 10, 18, -4, 17, -18, 4
1.7190e-01, 10, 18, -4, 17, -18, 4
1.7195e-01, 9, 18, -2, 17, -18, 3
1.7200e-01, 9, 18, -2, 17, -18, 3
1.7205e-01, 11, 17, -2, 18, -19, -1
1.7210e-01, 11, 17, -2, 18, -19, -1
1.7215e-01, 12, 16, 0, 18, -19, -6
1.7220e-01, 12, 16, 0, 18, -19, -6
1.7225e-01, 14, 16, 1, 17, -19, -10
1.7230e-01, 14, 16, 1, 17, -19, -10
1.7235e-01, 12, 14, -1, 18, -19, -14
1.7240e-01, 12, 14, -1, 18, -19, -14
1.7245e-01, 10, 14, 0, 18, -20, -18
1.7250e-01, 10, 14, 0, 18, -20, -18
1.7255e-01, 10, 13, 2, 18, -19, -20
1.7260e-01, 10, 13, 2, 18, -19, -20
1.7265e-01, 9, 10, 4, 18, -20, -22
1.7270e-01, 9, 10, 4, 18, -20, -22
1.7275e-01, 9, 9, 6, 17, -20, -24
1.7280e-01, 9, 9, 6, 17, -20, -24
1.7285e-01, 7, 6, 4, 16, -20, -25
1.7290e-01, 7, 6, 4, 16, -20, -25
1.7295e-01, 6, 3, 7, 17, -20, -29
1.7300e-01, 6, 3, 7, 17, -20, -29
1.7305e-01, 7, 2, 7, 16, -22, -26
1.7310e-01, 7, 2, 7, 16, -22, -26
1.7315e-01, 5, -1, 7, 14, -21, -27
1.7320e-01, 5, -1, 7, 14, -21, -27
1.7325e-01, 2, -5, 9, 15, -21, -23
1.7330e-01, 2, -5, 9, 15, -21, -23
1.7335e-01, 3, -4, 9, 14, -21, -22
1.7340e-01, 3, -4, 9, 14, -21, -22
1.7345e-01, 0, -7, 10, 13, -22, -20
1.7350e-01, 0, -7, 10, 13, -22, -20
1.7355e-01, -2, -7, 10, 13, -22, -18
1.7360e-01, -2, -7, 10, 13, -22, -18
1.7365e-01, -2, -8, 10, 11, -21, -16
1.7370e-01, -2, -8, 10, 11, -21, -16
1.7375e-01, -2, -12, 12, 12, -23, -13
1.7380e-01, -2, -12, 12, 12, -23, -13
1.7385e-01, -4, -13, 10, 11, -22, -12
1.7390e-01, -4, -13, 10, 11, -22, -12
1.7395e-01, -4, -14, 10, 10, -23, -12
1.7400e-01, -4, -14, 10, 10, -23, -12
1.7405e-01, -4, -14, 15, 10, -23, -14
1.7410e-01, -4, -14, 15, 10, -23, -14
1.7415e-01, -5, -14, 10, 9, -24, -12
1.7420e-01, -5, -14, 10, 9, -24, -12
1.7425e-01, -1, -14, 11, 9, -23, -14
1.7430e-01, -1, -14, 11, 9, -23, -14
1.7435e-01, -4, -14, 9, 8, -22, -16
1.7440e-01, -4, -14, 9, 8, -22, -16
1.7445e-01, -6, -11, 10, 7, -22, -18
1.7450e-01, -6, -11, 10, 7, -22, -18
1.7455e-01, -6, -12, 10, 7, -21, -18
1.7460e-01, -6, -12, 10, 7, -21, -18
1.7465e-01, -7, -9, 9, 7, -19, -20
1.7470e-01, -7, -9, 9, 7, -19, -20
1.7475e-01, -8, -9, 7, 6, -21, -22
1.7480e-01, -8, -9, 7, 6, -21, -22
1.7485e-01, -11, -10, 7, 5, -18, -23
1.7490e-01, -11, -10, 7, 5, -18, -23
1.7495e-01, -11, -5, 6, 3, -17, -23
1.7500e-01, -11, -5, 6, 3, -17, -23
1.7505e-01, -11, -5, 4, 2, -14, -25
1.7510e-01, -11, -5, 4, 2, -14, -25
1.7515e-01, -16, 0, 5, 3, -15, -26
1.7520e-01, -16, 0, 5, 3, -15, -26
1.7525e-01, -17, 1, 5, 1, -12, -27
1.7530e-01, -17, 1, 5, 1, -12, -27
1.7535e-01, -17, 3, 1, 0, -10, -27
1.7540e-01, -17, 3, 1, 0, -10, -27
1.7545e-01, -20, 4, 2, -1, -10, -27
1.7550e-01, -20, 4, 2, -1, -10, -27
1.7555e-01, -19, 6, 0, -3, -9, -28
1.7560e-01, -19, 6, 0, -3, -9, -28
1.7565e-01, -18, 9, -2, -4, -7, -30
1.7570e-01, -18, 9, -2, -4, -7, -30
1.7575e-01, -20, 12, -3, -4, -7, -29
1.7580e-01, -20, 12, -3, -4, -7, -29
1.7585e-01, -19, 12, -2, -6, -5, -28
1.7590e-01, -19, 12, -2, -6, -5, -28
1.7595e-01, -18, 13, -7, -7, -3, -26
1.7600e-01, -18, 13, -7, -7, -3, -26
1.7605e-01, -17, 12, -5, -8, -3, -25
1.7610e-01, -17, 12, -5, -8, -3, -25
1.7615e-01, -16, 15, -7, -8, -1, -23
1.7620e-01, -16, 15, -7, -8, -1, -23
1.7625e-01, -19, 14, -7, -8, -1, -24
1.7630e-01, -19, 14, -7, -8, -1, -24
1.7635e-01, -14, 13, -9, -8, -1, -19
1.7640e-01, -14, 13, -9, -8, -1, -19
1.7645e-01, -11, 14, -7, -8, 0, -14
1.7650e-01, -11, 14, -7, -8, 0, -14
1.7655e-01, -11, 14, -12, -8, 0, -14
1.7660e-01, -11, 14, -12, -8, 0, -14
1.7665e-01, -11, 17, -10, -8, 2, -10
1.7670e-01, -11, 17, -10, -8, 2, -10
1.7675e-01, -10, 17, -12, -6, 1, -5
1.7680e-01, -10, 17, -12, -6, 1, -5
1.7685e-01, -11, 18, -12, -6, 4, 0
1.7690e-01, -11, 18, -12, -6, 4, 0
1.7695e-01, -11, 18, -7, -5, 3, 2
1.7700e-01, -11, 18, -19, -5, 3, 2
1.7705e-01, -9, 19, -13, -4, 3, 8
1.7710e-01, -9, 19, -13, -4, 3, 8
1.7715e-01, -7, 22, -14, -4, 5, 10
1.7720e-01, -7, 22, -14, -4, 5, 10
1.7725e-01, -7, 21, -10, -2, 5, 13
1.7730e-01, -7, 21, -10, -2, 5, 13
1.7735e-01, -6, 21, -12, -1, 5, 15
1.7740e-01, -6, 21, -12, -1, 5, 15
1.7745e-01, -6, 23, -12, 0, 7, 18
1.7750e-01, -6, 23, -12, 0, 7, 18
1.7755e-01, -2, 23, -12, 0, 7, 19
1.7760e-01, -2, 23, -12, 0, 7, 19
1.7765e-01, -2, 21, -10, 3, 8, 21
1.7770e-01, -2, 21, -10, 3, 8, 21
1.7775e-01, -1, 23, -6, 4, 10, 22
1.7780e-01, -1, 23, -6, 4, 10, 22
1.7785e-01, 0, 22, -9, 5, 11, 20
1.7790e-01, 0, 22, -9, 5, 11, 20
1.7795e-01, 1, 21, -7, 6, 13, 18
1.7800e-01, 1, 21, -7, 6, 13, 18
1.7805e-01, 4, 20, -5, 8, 13, 19
1.7810e-01, 4, 20, -5, 8, 13, 19
1.7815e-01, 7, 20, -3, 9, 15, 16
1.7820e-01, 7, 20, -3, 9, 15, 16
1.7825e-01, 9, 20, -1, 11, 16, 15
1.7830e-01, 9, 20, -1, 11, 16, 15
1.7835e-01, 11, 19, 0, 13, 19, 15
1.7840e-01, 11, 19, 0, 13, 19, 15
1.7845e-01, 14, 14, 2, 13, 19, 11
1.7850e-01, 14, 14, 2, 13, 19, 11
1.7855e-01, 15, 16, 4, 15, 18, 10
1.7860e-01, 15, 16, 4, 15, 18, 10
1.7865e-01, 18, 17, 6, 16, 21, 9
1.7870e-01, 18, 17, 6, 16, 21, 9
1.7875e-01, 20, 15, 7, 18, 22, 9
1.7880e-01, 20, 15, 7, 18, 22, 9
1.7885e-01, 23, 14, 11, 19, 22, 9
1.7890e-01, 23, 14, 11, 19, 22, 9
1.7895e-01, 24, 15, 11, 22, 22, 8
1.7900e-01, 24, 15, 11, 22, 22, 8
1.7905e-01, 22, 12, 16, 23, 22, 8
1.7910e-01, 22, 12, 16, 23, 22, 8
1.7915e-01, 19, 13, 17, 24, 22, 9
1.7920e-01, 19, 13, 17, 24, 22, 9
1.7925e-01, 24, 10, 18, 26, 23, 10
1.7930e-01, 24, 10, 18, 26, 23, 10
1.7935e-01, 26, 8, 20, 26, 23, 10
1.7940e-01, 26, 8, 20, 26, 23, 10
1.7945e-01, 25, 8, 22, 27, 22, 10
1.7950e-01, 25, 8, 22, 27, 22, 10
1.7955e-01, 22, 6, 22, 28, 23, 10
1.7960e-01, 22, 6, 22, 28, 23, 10
1.7965e-01, 22, 5, 26, 28, 24, 13
1.7970e-01, 22, 5, 26, 28, 24, 13
1.7975e-01, 24, 2, 26, 29, 23, 12
1.7980e-01, 24, 2, 26, 29, 23, 12
1.7985e-01, 24, 1, 29, 29, 24, 13
1.7990e-01, 24, 1, 29, 29, 24, 13
1.7995e-01, 22, 0, 27, 29, 24, 14
1.8000e-01, 22, 0, 27, 29, 24, 14
1.8005e-01, 24, -1, 29, 30, 24, 14
1.8010e-01, 24, -1, 29, 30, 24, 14
1.8015e-01, 24, -2, 29, 30, 25, 15
1.8020e-01, 24, -2, 29, 30, 25, 15
1.8025e-01, 22, -5, 30, 28, 25, 16
1.8030e-01, 22, -5, 30, 28, 25, 16
1.8035e-01, 25, -4, 30, 30, 26, 18
1.8040e-01, 25, -4, 30, 30, 26, 18
1.8045e-01, 19, -7, 33, 29, 27, 18
1.8050e-01, 19, -7, 33, 29, 27, 18
1.8055e-01, 17, -8, 32, 30, 29, 19
1.8060e-01, 17, -8, 32, 30, 29, 19
1.8065e-01, 17, -8, 29, 28, 30, 24
1.8070e-01, 17, -8, 29, 28, 30, 24
1.8075e-01, 17, -11, 31, 27, 30, 25
1.8080e-01, 17, -11, 31, 27, 30, 25
1.8085e-01, 15, -12, 31, 27, 32, 28
1.8090e-01, 15, -12, 31, 27, 32, 28
1.8095e-01, 15, -12, 33, 27, 34, 30
1.8100e-01, 15, -12, 33, 27, 34, 30
1.8105e-01, 14, -14, 29, 25, 34, 32
1.8110e-01, 14, -14, 29, 25, 34, 32
1.8115e-01, 13, -14, 28, 24, 37, 35
1.8120e-01, 13, -14, 28, 24, 37, 35
1.8125e-01, 12, -14, 29, 24, 38, 37
1.8130e-01, 12, -14, 29, 24, 38, 37
1.8135e-01, 10, -14, 30, 23, 39, 38
1.8140e-01, 10, -14, 30, 23, 39, 38
1.8145e-01, 10, -15, 28, 21, 41, 40
1.8150e-01, 10, -15, 28, 21, 41, 40
1.8155e-01, 12, -18, 27, 20, 41, 40
1.8160e-01, 12, -18, 27, 20, 41, 40
1.8165e-01, 18, -13, 24, 19, 43, 42
1.8170e-01, 18, -13, 24, 19, 43, 42
1.8175e-01, 13, -11, 22, 18, 44, 41
1.8180e-01, 13, -11, 22, 18, 44, 41
1.8185e-01, 16, -11, 20, 17, 44, 41
1.8190e-01, 16, -11, 20, 17, 44, 41
1.8195e-01, 16, -9, 22, 16, 45, 41
1.8200e-01, 16, -9, 22, 16, 45, 41
1.8205e-01, 16, -6, 22, 15, 46, 40
1.8210e-01, 16, -6, 22, 15, 46, 40
1.8215e-01, 17, -3, 17, 13, 45, 39
1.8220e-01, 17, -3, 17, 13, 45, 39
1.8225e-01, 18, 0, 15, 13, 45, 39
1.8230e-01, 18, 0, 15, 13, 45, 39
1.8235e-01, 19, 2, 16, 10, 43, 36
1.8240e-01, 19, 2, 16, 10, 43, 36
1.8245e-01, 20, 2, 15, 10, 43, 34
1.8250e-01, 20, 2, 15, 10, 43, 34
1.8255e-01, 20, 6, 14, 9, 43, 33
1.8260e-01, 20, 6, 14, 9, 43, 33
1.8265e-01, 17, 7, 14, 8, 42, 32
1.8270e-01, 17, 7, 14, 8, 42, 32
1.8275e-01, 19, 10, 14, 7, 42, 30
1.8280e-01, 19, 10, 14, 7, 42, 30
1.8285e-01, 17, 9, 13, 3, 41, 29
1.8290e-01, 17, 9, 13, 3, 41, 29
1.8295e-01, 14, 10, 13, 4, 40, 27
1.8300e-01, 14, 10, 13, 4, 40, 27
1.8305e-01, 13, 8, 11, 2, 40, 28
1.8310e-01, 13, 8, 11, 2, 40, 28
1.8315e-01, 9, 11, 14, 1, 40, 25
1.8320e-01, 9, 11, 14, 1, 40, 25
1.8325e-01, 10, 12, 11, -3, 38, 24
1.8330e-01, 10, 12, 11, -3, 38, 24
1.8335e-01, 9, 10, 13, -3, 38, 23
1.8340e-01, 9, 10, 13, -3, 38, 23
1.8345e-01, 7, 11, 12, -5, 37, 21
1.8350e-01, 7, 11, 12, -5, 37, 21
1.8355e-01, 4, 13, 11, -6, 37, 19
1.8360e-01, 4, 13, 11, -6, 37, 19
1.8365e-01, 3, 13, 13, -8, 35, 18
1.8370e-01, 3, 13, 13, -8, 35, 18
1.8375e-01, 3, 13, 13, -10, 34, 14
1.8380e-01, 3, 13, 13, -10, 34, 14
1.8385e-01, 1, 13, 13, -12, 34, 13
1.8390e-01, 1, 13, 13, -12, 34, 13
1.8395e-01, 2, 13, 13, -13, 31, 10
1.8400e-01, 2, 13, 13, -13, 31, 10
1.8405e-01, 1, 13, 13, -13, 30, 9
1.8410e-01, 1, 13, 13, -13, 30, 9
1.8415e-01, 3, 13, 14, -14, 29, 6
1.8420e-01, 3, 13, 14, -14, 29, 6
1.8425e-01, 3, 14, 15, -18, 28, 4
1.8430e-01, 3, 14, 15, -18, 28, 4
1.8435e-01, 4, 13, 14, -20, 25, 2
1.8440e-01, 4, 13, 14, -20, 25, 2
1.8445e-01, 5, 14, 15, -19, 25, 0
1.8450e-01, 5, 14, 15, -19, 25, 0
1.8455e-01, 8, 15, 15, -20, 24, -3
1.8460e-01, 8, 15, 15, -20, 24, -3
1.8465e-01, 8, 17, 14, -20, 19, -5
1.8470e-01, 8, 17, 14, -20, 19, -5
1.8475e-01, 10, 16, 13, -21, 18, -7
1.8480e-01, 10, 16, 13, -21, 18, -7
1.8485e-01, 8, 16, 14, -24, 16, -10
1.8490e-01, 8, 16, 14, -24, 16, -10
1.8495e-01, 12, 16, 13, -23, 14, -13
1.8500e-01, 12, 16, 13, -23, 14, -13
1.8505e-01, 11, 17, 14, -22, 10, -17
1.8510e-01, 11, 17, 14, -22, 10, -17
1.8515e-01, 10, 17, 13, -24, 8, -19
1.8520e-01, 10, 17, 13, -24, 8, -19
1.8525e-01, 13, 18, 11, -22, 6, -22
1.8530e-01, 13, 18, 11, -22, 6, -22
1.8535e-01, 12, 19, 12, -22, 3, -24
1.8540e-01, 12, 19, 12, -22, 3, -24
1.8545e-01, 10, 16, 12, -22, 0, -28
1.8550e-01, 10, 16, 12, -22, 0, -28
1.8555e-01, 10, 17, 10, -23, -2, -31
1.8560e-01, 10, 17, 10, -23, -2, -31
1.8565e-01, 9, 17, 9, -22, -3, -35
1.8570e-01, 9, 17, 9, -22, -3, -35
1.8575e-01, 8, 16, 4, -22, -7, -37
1.8580e-01, 8, 16, 4, -22, -7, -37
1.8585e-01, 7, 13, 7, -20, -8, -39
1.8590e-01, 7, 13, 7, -20, -8, -39
1.8595e-01, 5, 13, 8, -19, -11, -42
1.8600e-01, 5, 13, 8, -19, -11, -42
1.8605e-01, 4, 10, 5, -16, -14, -46
1.8610e-01, 4, 10, 5, -16, -14, -46
1.8615e-01, 3, 8, 7, -16, -17, -48
1.8620e-01, 3, 8, 7, -16, -17, -48
1.8625e-01, 0, 6, 6, -14, -18, -50
1.8630e-01, 0, 6, 6, -14, -18, -50
1.8635e-01, 2, 3, 2, -14, -20, -51
1.8640e-01, 2, 3, 2, -14, -20, -51
1.8645e-01, -1, 2, 1, -10, -21, -52
1.8650e-01, -1, 2, 1, -10, -21, -52
1.8655e-01, -3, -2, 1, -8, -22, -54
1.8660e-01, -3, -2, 1, -8, -22, -54
1.8665e-01, -3, -5, 0, -7, -25, -53
1.8670e-01, -3, -5, 0, -7, -25, -53
1.8675e-01, -3, -6, -1, -3, -26, -56
1.8680e-01, -3, -6, -1, -3, -26, -56
1.8685e-01, -5, -7, -3, -1, -26, -57
1.8690e-01, -5, -7, -3, -1, -26, -57
1.8695e-01, -4, -9, -2, 0, -28, -55
1.8700e-01, -4, -9, -2, 0, -28, -55
1.8705e-01, -3, -11, -3, 4, -29, -55
1.8710e-01, -3, -11, -3, 4, -29, -55
1.8715e-01, -5, -13, -2, 7, -29, -55
1.8720e-01, -5, -13, -2, 7, -29, -55
1.8725e-01, -3, -13, -4, 10, -30, -52
1.8730e-01, -3, -13, -4, 10, -30, -52
1.8735e-01, -4, -14, -4, 11, -30, -50
1.8740e-01, -4, -14, -4, 11, -30, -50
1.8745e-01, -4, -15, -5, 13, -30, -47
1.8750e-01, -4, -15, -5, 13, -30, -47
1.8755e-01, -4, -15, -5, 14, -32, -45
1.8760e-01, -4, -15, -5, 14, -32, -45
1.8765e-01, -7, -14, -6, 16, -30, -44
1.8770e-01, -7, -14, -6, 16, -30, -44
1.8775e-01, -8, -14, -4, 20, -31, -42
1.8780e-01, -8, -14, -4, 20, -31, -42
