t, a, b, c, d, e, f
8.0450e-02, 1, -15, -3, 11, -32, -44
8.0500e-02, 1, -15, -3, 11, -32, -44
8.0550e-02, 3, -18, -3, 12, -31, -42
8.0600e-02, 3, -18, -3, 12, -31, -42
8.0650e-02, 2, -14, -4, 16, -31, -39
8.0700e-02, 2, -14, -4, 16, -31, -39
8.0750e-02, 5, -13, -4, 18, -31, -37
8.0800e-02, 5, -13, -4, 18, -31, -37
8.0850e-02, 0, -12, -5, 17, -29, -35
8.0900e-02, 0, -12, -5, 17, -29, -35
8.0950e-02, 5, -12, -3, 20, -29, -34
8.1000e-02, 5, -12, -3, 20, -29, -34
8.1050e-02, 9, -8, -3, 22, -28, -33
8.1100e-02, 9, -8, -3, 22, -28, -33
8.1150e-02, 10, -8, -1, 25, -26, -32
8.1200e-02, 10, -8, -1, 25, -26, -32
8.1250e-02, 10, -5, 0, 25, -24, -31
8.1300e-02, 10, -5, 0, 25, -24, -31
8.1350e-02, 14, -6, 0, 26, -22, -31
8.1400e-02, 14, -6, 0, 26, -22, -31
8.1450e-02, 12, -1, 2, 27, -21, -32
8.1500e-02, 12, -1, 2, 27, -21, -32
8.1550e-02, 14, 2, 2, 28, -18, -33
8.1600e-02, 14, 2, 2, 28, -18, -33
8.1650e-02, 14, 4, 3, 28, -17, -33
8.1700e-02, 14, 4, 3, 28, -17, -33
8.1750e-02, 11, 5, 7, 30, -14, -34
8.1800e-02, 11, 5, 7, 30, -14, -34
8.1850e-02, 11, 6, 3, 29, -11, -35
8.1900e-02, 11, 6, 3, 29, -11, -35
8.1950e-02, 15, 6, 6, 29, -11, -35
8.2000e-02, 15, 6, 6, 29, -11, -35
8.2050e-02, 12, 10, 7, 27, -7, -36
8.2100e-02, 12, 10, 7, 27, -7, -36
8.2150e-02, 10, 13, 12, 27, -4, -37
8.2200e-02, 10, 13, 12, 27, -4, -37
8.2250e-02, 7, 12, 10, 27, -3, -38
8.2300e-02, 7, 12, 10, 27, -3, -38
8.2350e-02, 5, 15, 12, 26, -1, -37
8.2400e-02, 5, 15, 12, 26, -1, -37
8.2450e-02, 6, 16, 10, 27, 2, -38
8.2500e-02, 6, 16, 10, 27, 2, -38
8.2550e-02, 6, 17, 13, 27, 5, -35
8.2600e-02, 6, 17, 13, 27, 5, -35
8.2650e-02, 1, 18, 15, 25, 7, -34
8.2700e-02, 1, 18, 15, 25, 7, -34
8.2750e-02, 1, 17, 17, 24, 9, -34
8.2800e-02, 1, 17, 17, 24, 9, -34
8.2850e-02, -1, 14, 17, 26, 10, -32
8.2900e-02, -1, 14, 17, 26, 10, -32
8.2950e-02, -4, 18, 19, 25, 13, -30
8.3000e-02, -4, 18, 19, 25, 13, -30
8.3050e-02, -4, 18, 17, 24, 15, -29
8.3100e-02, -4, 18, 17, 24, 15, -29
8.3150e-02, -5, 18, 20, 23, 16, -26
8.3200e-02, -5, 18, 20, 23, 16, -26
8.3250e-02, -7, 19, 20, 22, 18, -24
8.3300e-02, -7, 19, 20, 22, 18, -24
8.3350e-02, -6, 19, 22, 22, 19, -22
8.3400e-02, -6, 19, 22, 22, 19, -22
8.3450e-02, -6, 20, 22, 22, 20, -19
8.3500e-02, -6, 20, 22, 22, 20, -19
8.3550e-02, -5, 22, 20, 19, 22, -18
8.3600e-02, -5, 22, 20, 19, 22, -18
8.3650e-02, -8, 21, 19, 19, 23, -15
8.3700e-02, -8, 21, 19, 19, 23, -15
8.3750e-02, -7, 22, 19, 20, 23, -13
8.3800e-02, -7, 22, 19, 20, 23, -13
8.3850e-02, -10, 21, 19, 19, 23, -11
8.3900e-02, -10, 21, 19, 19, 23, -11
8.3950e-02, -9, 21, 21, 18, 25, -9
8.4000e-02, -9, 21, 21, 18, 25, -9
8.4050e-02, -11, 23, 17, 17, 24, -8
8.4100e-02, -11, 23, 17, 17, 24, -8
8.4150e-02, -10, 22, 18, 16, 24, -7
8.4200e-02, -10, 22, 18, 16, 24, -7
8.4250e-02, -10, 22, 16, 15, 23, -6
8.4300e-02, -10, 22, 16, 15, 23, -6
8.4350e-02, -10, 21, 15, 14, 23, -5
8.4400e-02, -10, 21, 15, 14, 23, -5
8.4450e-02, -14, 20, 14, 13, 22, -5
8.4500e-02, -14, 20, 14, 13, 22, -5
8.4550e-02, -14, 18, 10, 12, 20, -2
8.4600e-02, -14, 18, 10, 12, 20, -2
8.4650e-02, -18, 20, 10, 11, 20, -3
8.4700e-02, -18, 20, 10, 11, 20, -3
8.4750e-02, -17, 18, 9, 10, 17, -1
8.4800e-02, -17, 18, 9, 10, 17, -1
8.4850e-02, -19, 16, 6, 10, 17, 2
8.4900e-02, -19, 16, 6, 10, 17, 2
8.4950e-02, -19, 14, 5, 10, 16, 5
8.5000e-02, -19, 14, 5, 10, 16, 5
8.5050e-02, -21, 15, 2, 8, 14, 6
8.5100e-02, -21, 15, 2, 8, 14, 6
8.5150e-02, -21, 12, 3, 7, 13, 11
8.5200e-02, -21, 12, 3, 7, 13, 11
8.5250e-02, -24, 13, -2, 8, 12, 17
8.5300e-02, -24, 13, -2, 8, 12, 17
8.5350e-02, -20, 11, -3, 6, 10, 22
8.5400e-02, -20, 11, -3, 6, 10, 22
8.5450e-02, -21, 11, -2, 4, 8, 28
8.5500e-02, -21, 11, -2, 4, 8, 28
8.5550e-02, -19, 9, -7, 4, 8, 32
8.5600e-02, -19, 9, -7, 4, 8, 32
8.5650e-02, -17, 10, -6, 4, 7, 40
8.5700e-02, -17, 10, -6, 4, 7, 40
8.5750e-02, -15, 7, -8, 3, 6, 45
8.5800e-02, -15, 7, -8, 3, 6, 45
8.5850e-02, -13, 5, -12, 1, 6, 49
8.5900e-02, -13, 5, -12, 1, 6, 49
8.5950e-02, -12, 4, -11, 0, 6, 57
8.6000e-02, -12, 4, -11, 0, 6, 57
8.6050e-02, -13, 1, -9, -2, 5, 62
8.6100e-02, -13, 1, -9, -2, 5, 62
8.6150e-02, -6, -1, -13, -2, 6, 64
8.6200e-02, -6, -1, -13, -2, 6, 64
8.6250e-02, -7, 0, -12, -5, 5, 70
8.6300e-02, -7, 0, -12, -5, 5, 70
8.6350e-02, -6, -2, -14, -6, 7, 73
8.6400e-02, -6, -2, -14, -6, 7, 73
8.6450e-02, -5, -3, -13, -7, 7, 79
8.6500e-02, -5, -3, -13, -7, 7, 79
8.6550e-02, -5, -4, -12, -8, 8, 84
8.6600e-02, -5, -4, -12, -8, 8, 84
8.6650e-02, -6, -5, -12, -9, 7, 86
8.6700e-02, -6, -5, -12, -9, 7, 86
8.6750e-02, -6, -7, -12, -10, 7, 89
8.6800e-02, -6, -7, -12, -10, 7, 89
8.6850e-02, -6, -8, -11, -11, 9, 90
8.6900e-02, -6, -8, -11, -11, 9, 90
8.6950e-02, -5, -9, -10, -12, 9, 90
8.7000e-02, -5, -9, -10, -12, 9, 90
8.7050e-02, -3, -12, -9, -16, 9, 93
8.7100e-02, -3, -12, -9, -16, 9, 93
8.7150e-02, 0, -12, -9, -15, 9, 93
8.7200e-02, 0, -12, -9, -15, 9, 93
8.7250e-02, 3, -12, -7, -16, 10, 92
8.7300e-02, 3, -12, -7, -16, 10, 92
8.7350e-02, 5, -13, -6, -18, 9, 91
8.7400e-02, 5, -13, -6, -18, 9, 91
8.7450e-02, 7, -13, -5, -16, 9, 91
8.7500e-02, 7, -13, -5, -16, 9, 91
8.7550e-02, 9, -14, -2, -19, 9, 90
8.7600e-02, 9, -14, -2, -19, 9, 90
8.7650e-02, 14, -14, -3, -20, 8, 88
8.7700e-02, 14, -14, -3, -20, 8, 88
8.7750e-02, 13, -13, -3, -19, 8, 86
8.7800e-02, 13, -13, -3, -19, 8, 86
8.7850e-02, 14, -14, -2, -18, 9, 83
8.7900e-02, 14, -14, -2, -18, 9, 83
8.7950e-02, 18, -12, 2, -19, 10, 81
8.8000e-02, 18, -12, 2, -19, 10, 81
8.8050e-02, 18, -13, 2, -19, 12, 80
8.8100e-02, 18, -13, 2, -19, 12, 80
8.8150e-02, 20, -10, 5, -18, 11, 77
8.8200e-02, 20, -10, 5, -18, 11, 77
8.8250e-02, 22, -9, 2, -16, 11, 74
8.8300e-02, 22, -9, 2, -16, 11, 74
8.8350e-02, 23, -8, 6, -16, 13, 71
8.8400e-02, 23, -8, 6, -16, 13, 71
8.8450e-02, 24, -6, 5, -15, 14, 70
8.8500e-02, 24, -6, 5, -15, 14, 70
8.8550e-02, 26, -4, 5, -15, 14, 66
8.8600e-02, 26, -4, 5, -15, 14, 66
8.8650e-02, 25, -2, 8, -13, 16, 64
8.8700e-02, 25, -2, 8, -13, 16, 64
8.8750e-02, 26, 2, 7, -13, 16, 61
8.8800e-02, 26, 2, 7, -13, 16, 61
8.8850e-02, 26, 3, 7, -11, 17, 59
8.8900e-02, 26, 3, 7, -11, 17, 59
8.8950e-02, 26, 6, 8, -10, 18, 57
8.9000e-02, 26, 6, 8, -10, 18, 57
8.9050e-02, 25, 8, 9, -8, 18, 54
8.9100e-02, 25, 8, 9, -8, 18, 54
8.9150e-02, 23, 9, 7, -7, 17, 52
8.9200e-02, 23, 9, 7, -7, 17, 52
8.9250e-02, 22, 12, 8, -3, 16, 51
8.9300e-02, 22, 12, 8, -3, 16, 51
8.9350e-02, 22, 14, 7, -4, 17, 50
8.9400e-02, 22, 14, 7, -4, 17, 50
8.9450e-02, 22, 14, 6, -2, 14, 48
8.9500e-02, 22, 14, 6, -2, 14, 48
8.9550e-02, 22, 13, 6, 0, 12, 46
8.9600e-02, 22, 13, 6, 0, 12, 46
8.9650e-02, 22, 14, 6, 2, 11, 45
8.9700e-02, 22, 14, 6, 2, 11, 45
8.9750e-02, 19, 15, 5, 3, 8, 43
8.9800e-02, 19, 15, 5, 3, 8, 43
8.9850e-02, 21, 14, 3, 7, 5, 43
8.9900e-02, 21, 14, 3, 7, 5, 43
8.9950e-02, 18, 14, 4, 7, 4, 41
9.0000e-02, 18, 14, 4, 7, 4, 41
9.0050e-02, 18, 13, 3, 10, 1, 37
9.0100e-02, 18, 13, 3, 10, 1, 37
9.0150e-02, 17, 14, 0, 10, -1, 37
9.0200e-02, 17, 14, 0, 10, -1, 37
9.0250e-02, 15, 13, 0, 13, -2, 35
9.0300e-02, 15, 13, 0, 13, -2, 35
9.0350e-02, 16, 13, -3, 11, -6, 33
9.0400e-02, 16, 13, -3, 11, -6, 33
9.0450e-02, 12, 14, -2, 17, -8, 27
9.0500e-02, 12, 14, -2, 17, -8, 27
9.0550e-02, 12, 13, -2, 14, -9, 24
9.0600e-02, 12, 13, -2, 14, -9, 24
9.0650e-02, 11, 13, -1, 15, -12, 24
9.0700e-02, 11, 13, -1, 15, -12, 24
9.0750e-02, 11, 14, -3, 17, -16, 18
9.0800e-02, 11, 14, -3, 17, -16, 18
9.0850e-02, 12, 14, -3, 18, -14, 15
9.0900e-02, 12, 14, -3, 18, -14, 15
9.0950e-02, 11, 15, -2, 17, -18, 13
9.1000e-02, 11, 15, -2, 17, -18, 13
9.1050e-02, 11, 15, -4, 17, -19, 8
9.1100e-02, 11, 15, -4, 17, -19, 8
9.1150e-02, 13, 15, -2, 18, -20, 5
9.1200e-02, 13, 15, -2, 18, -20, 5
9.1250e-02, 13, 16, -3, 19, -19, 0
9.1300e-02, 13, 16, -3, 19, -19, 0
9.1350e-02, 15, 16, -3, 18, -22, -2
9.1400e-02, 15, 16, -3, 18, -22, -2
9.1450e-02, 17, 15, -3, 19, -20, -4
9.1500e-02, 17, 15, -3, 19, -20, -4
9.1550e-02, 18, 17, -2, 20, -22, -8
9.1600e-02, 18, 17, -2, 20, -22, -8
9.1650e-02, 19, 16, 0, 19, -22, -12
9.1700e-02, 19, 16, 0, 19, -22, -12
9.1750e-02, 20, 15, -1, 18, -20, -15
9.1800e-02, 20, 15, -1, 18, -20, -15
9.1850e-02, 19, 15, 2, 19, -22, -18
9.1900e-02, 19, 15, 2, 19, -22, -18
9.1950e-02, 18, 15, 1, 20, -22, -19
9.2000e-02, 18, 15, 1, 20, -22, -19
9.2050e-02, 18, 15, 3, 19, -22, -21
9.2100e-02, 18, 15, 3, 19, -22, -21
9.2150e-02, 17, 15, 3, 19, -20, -22
9.2200e-02, 17, 15, 3, 19, -20, -22
9.2250e-02, 17, 11, 4, 19, -20, -25
9.2300e-02, 17, 11, 4, 19, -20, -25
9.2350e-02, 15, 12, 2, 18, -21, -27
9.2400e-02, 15, 12, 2, 18, -21, -27
9.2450e-02, 13, 11, 5, 18, -22, -28
9.2500e-02, 13, 11, 5, 18, -22, -28
9.2550e-02, 11, 8, 5, 17, -21, -29
9.2600e-02, 11, 8, 5, 17, -21, -29
9.2650e-02, 11, 5, 5, 15, -20, -29
9.2700e-02, 11, 5, 5, 15, -20, -29
9.2750e-02, 10, 3, 6, 18, -21, -29
9.2800e-02, 10, 3, 6, 18, -21, -29
9.2850e-02, 6, 1, 7, 15, -20, -25
9.2900e-02, 6, 1, 7, 15, -20, -25
9.2950e-02, 6, -2, 7, 17, -21, -26
9.3000e-02, 6, -2, 7, 17, -21, -26
9.3050e-02, 5, -5, 6, 16, -22, -24
9.3100e-02, 5, -5, 6, 16, -22, -24
9.3150e-02, 3, -6, 10, 15, -21, -23
9.3200e-02, 3, -6, 10, 15, -21, -23
9.3250e-02, 2, -10, 10, 16, -22, -21
9.3300e-02, 2, -10, 10, 16, -22, -21
9.3350e-02, 3, -10, 9, 14, -21, -20
9.3400e-02, 3, -10, 9, 14, -21, -20
9.3450e-02, 3, -13, 10, 13, -21, -19
9.3500e-02, 3, -13, 10, 13, -21, -19
9.3550e-02, 2, -14, 10, 14, -23, -15
9.3600e-02, 2, -14, 10, 14, -23, -15
9.3650e-02, 4, -14, 9, 12, -22, -13
9.3700e-02, 4, -14, 9, 12, -22, -13
9.3750e-02, 4, -16, 9, 10, -22, -14
9.3800e-02, 4, -16, 9, 10, -22, -14
9.3850e-02, 6, -15, 10, 10, -21, -13
9.3900e-02, 6, -15, 10, 10, -21, -13
9.3950e-02, 7, -14, 9, 12, -20, -12
9.4000e-02, 7, -14, 9, 12, -20, -12
9.4050e-02, 9, -13, 8, 5, -20, -11
9.4100e-02, 9, -13, 8, 5, -20, -11
9.4150e-02, 10, -14, 10, 5, -20, -14
9.4200e-02, 10, -14, 10, 5, -20, -14
9.4250e-02, 12, -13, 10, 8, -20, -14
9.4300e-02, 12, -13, 10, 8, -20, -14
9.4350e-02, 13, -12, 8, 6, -18, -17
9.4400e-02, 13, -12, 8, 6, -18, -17
9.4450e-02, 13, -10, 8, 4, -18, -18
9.4500e-02, 13, -10, 8, 4, -18, -18
9.4550e-02, 13, -5, 8, 4, -15, -21
9.4600e-02, 13, -5, 8, 4, -15, -21
9.4650e-02, 14, -5, 3, 5, -15, -22
9.4700e-02, 14, -5, 3, 5, -15, -22
9.4750e-02, 10, -5, 5, 2, -14, -22
9.4800e-02, 10, -5, 5, 2, -14, -22
9.4850e-02, 13, -1, 3, 1, -12, -26
9.4900e-02, 13, -1, 3, 1, -12, -26
9.4950e-02, 12, 1, 3, 2, -8, -26
9.5000e-02, 12, 1, 3, 2, -8, -26
9.5050e-02, 10, 3, 0, 1, -9, -28
9.5100e-02, 10, 3, 0, 1, -9, -28
9.5150e-02, 8, 6, -2, 2, -7, -29
9.5200e-02, 8, 6, -2, 2, -7, -29
9.5250e-02, 7, 6, -1, -1, -8, -27
9.5300e-02, 7, 6, -1, -1, -8, -27
9.5350e-02, 5, 10, -2, -1, -4, -28
9.5400e-02, 5, 10, -2, -1, -4, -28
9.5450e-02, 5, 11, -5, -3, -4, -28
9.5500e-02, 5, 11, -5, -3, -4, -28
9.5550e-02, 2, 12, -4, -2, -2, -23
9.5600e-02, 2, 12, -4, -2, -2, -23
9.5650e-02, 2, 14, -6, -4, -1, -22
9.5700e-02, 2, 14, -6, -4, -1, -22
9.5750e-02, 0, 14, -8, -4, 2, -20
9.5800e-02, 0, 14, -8, -4, 2, -20
9.5850e-02, -1, 15, -9, -8, 4, -14
9.5900e-02, -1, 15, -9, -8, 4, -14
9.5950e-02, -3, 17, -8, -6, 4, -12
9.6000e-02, -3, 17, -8, -6, 4, -12
9.6050e-02, -3, 17, -9, -8, 4, -11
9.6100e-02, -3, 17, -9, -8, 4, -11
9.6150e-02, -4, 16, -9, -8, 5, -4
9.6200e-02, -4, 16, -9, -8, 5, -4
9.6250e-02, -6, 17, -10, -9, 6, 1
9.6300e-02, -6, 17, -10, -9, 6, 1
9.6350e-02, -7, 20, -11, -10, 5, 5
9.6400e-02, -7, 20, -11, -10, 5, 5
9.6450e-02, -6, 18, -12, -8, 9, 9
9.6500e-02, -6, 18, -12, -8, 9, 9
9.6550e-02, -4, 17, -11, -7, 6, 9
9.6600e-02, -4, 17, -11, -7, 6, 9
9.6650e-02, -5, 18, -12, -10, 7, 14
9.6700e-02, -5, 18, -12, -10, 7, 14
9.6750e-02, -6, 19, -11, -8, 9, 15
9.6800e-02, -6, 19, -11, -8, 9, 15
9.6850e-02, -8, 21, -10, -7, 9, 17
9.6900e-02, -8, 21, -10, -7, 9, 17
9.6950e-02, -7, 22, -11, -6, 11, 18
9.7000e-02, -7, 22, -11, -6, 11, 18
9.7050e-02, -9, 21, -11, -4, 10, 18
9.7100e-02, -9, 21, -11, -4, 10, 18
9.7150e-02, -10, 20, -9, -3, 13, 21
9.7200e-02, -10, 20, -9, -3, 13, 21
9.7250e-02, -11, 24, -8, 0, 12, 21
9.7300e-02, -11, 24, -8, 0, 12, 21
9.7350e-02, -12, 23, -9, 1, 12, 23
9.7400e-02, -12, 23, -9, 1, 12, 23
9.7450e-02, -14, 22, -7, 2, 16, 24
9.7500e-02, -14, 22, -7, 2, 16, 24
9.7550e-02, -14, 22, -7, 2, 15, 23
9.7600e-02, -14, 22, -7, 2, 15, 23
9.7650e-02, -17, 21, -5, 4, 15, 23
9.7700e-02, -17, 21, -5, 4, 15, 23
9.7750e-02, -18, 21, -2, 6, 16, 22
9.7800e-02, -18, 21, -2, 6, 16, 22
9.7850e-02, -19, 21, -2, 8, 18, 20
9.7900e-02, -19, 21, -2, 8, 18, 20
9.7950e-02, -22, 19, 0, 10, 19, 21
9.8000e-02, -22, 19, 0, 10, 19, 21
9.8050e-02, -20, 17, -1, 11, 20, 19
9.8100e-02, -20, 17, -1, 11, 20, 19
9.8150e-02, -20, 19, 3, 15, 22, 17
9.8200e-02, -20, 19, 3, 15, 22, 17
9.8250e-02, -22, 17, 6, 13, 21, 15
9.8300e-02, -22, 17, 6, 13, 21, 15
9.8350e-02, -21, 15, 8, 14, 20, 12
9.8400e-02, -21, 15, 8, 14, 20, 12
9.8450e-02, -18, 16, 9, 18, 23, 10
9.8500e-02, -18, 16, 9, 18, 23, 10
9.8550e-02, -17, 17, 13, 21, 24, 9
9.8600e-02, -17, 17, 13, 21, 24, 9
9.8650e-02, -14, 12, 13, 19, 25, 7
9.8700e-02, -14, 12, 13, 19, 25, 7
9.8750e-02, -12, 13, 17, 19, 25, 9
9.8800e-02, -12, 13, 17, 19, 25, 9
9.8850e-02, -12, 11, 16, 22, 28, 6
9.8900e-02, -12, 11, 16, 22, 28, 6
9.8950e-02, -11, 10, 21, 22, 28, 7
9.9000e-02, -11, 10, 21, 22, 28, 7
9.9050e-02, -9, 7, 21, 25, 28, 8
9.9100e-02, -9, 7, 21, 25, 28, 8
9.9150e-02, -8, 7, 22, 24, 29, 11
9.9200e-02, -8, 7, 22, 24, 29, 11
9.9250e-02, -6, 6, 24, 25, 26, 11
9.9300e-02, -6, 6, 24, 25, 26, 11
9.9350e-02, -8, 5, 28, 26, 29, 16
9.9400e-02, -8, 5, 28, 26, 29, 16
9.9450e-02, -8, 3, 29, 27, 26, 17
9.9500e-02, -8, 3, 29, 27, 26, 17
9.9550e-02, -9, 3, 29, 29, 30, 20
9.9600e-02, -9, 3, 29, 29, 30, 20
9.9650e-02, -7, -1, 29, 30, 30, 23
9.9700e-02, -7, -1, 29, 30, 30, 23
9.9750e-02, -5, -2, 30, 30, 28, 26
9.9800e-02, -5, -2, 30, 30, 28, 26
9.9850e-02, -5, -2, 31, 29, 31, 27
9.9900e-02, -5, -2, 31, 29, 31, 27
9.9950e-02, -5, -5, 30, 29, 30, 29
1.0000e-01, -5, -5, 30, 29, 30, 29
1.0005e-01, -1, -6, 31, 29, 31, 29
1.0010e-01, -1, -6, 31, 29, 31, 29
1.0015e-01, 1, -7, 31, 26, 30, 33
1.0020e-01, 1, -7, 31, 26, 30, 33
1.0025e-01, 2, -11, 31, 29, 30, 32
1.0030e-01, 2, -11, 31, 29, 30, 32
1.0035e-01, 6, -9, 31, 29, 34, 32
1.0040e-01, 6, -9, 31, 29, 34, 32
1.0045e-01, 6, -10, 31, 27, 29, 37
1.0050e-01, 6, -10, 31, 27, 29, 37
1.0055e-01, 11, -13, 29, 27, 33, 38
1.0060e-01, 11, -13, 29, 27, 33, 38
1.0065e-01, 13, -14, 29, 25, 36, 38
1.0070e-01, 13, -14, 29, 25, 36, 38
1.0075e-01, 14, -13, 28, 25, 37, 37
1.0080e-01, 14, -13, 28, 25, 37, 37
1.0085e-01, 17, -13, 27, 25, 36, 38
1.0090e-01, 17, -13, 27, 25, 36, 38
1.0095e-01, 17, -14, 26, 25, 37, 39
1.0100e-01, 17, -14, 26, 25, 37, 39
1.0105e-01, 18, -14, 26, 21, 39, 40
1.0110e-01, 18, -14, 26, 21, 39, 40
1.0115e-01, 21, -13, 24, 22, 40, 41
1.0120e-01, 21, -13, 24, 22, 40, 41
1.0125e-01, 23, -14, 22, 19, 42, 43
1.0130e-01, 23, -14, 22, 19, 42, 43
1.0135e-01, 25, -12, 23, 20, 44, 43
1.0140e-01, 25, -12, 23, 20, 44, 43
1.0145e-01, 25, -13, 21, 18, 42, 43
1.0150e-01, 25, -13, 21, 18, 42, 43
1.0155e-01, 28, -11, 20, 17, 44, 41
1.0160e-01, 28, -11, 20, 17, 44, 41
1.0165e-01, 27, -12, 18, 14, 47, 41
1.0170e-01, 27, -12, 18, 14, 47, 41
1.0175e-01, 26, -7, 16, 14, 46, 42
1.0180e-01, 26, -7, 16, 14, 46, 42
1.0185e-01, 21, -4, 16, 13, 47, 40
1.0190e-01, 21, -4, 16, 13, 47, 40
1.0195e-01, 24, -3, 14, 13, 43, 39
1.0200e-01, 24, -3, 14, 13, 43, 39
1.0205e-01, 24, 0, 13, 11, 46, 37
1.0210e-01, 24, 0, 13, 11, 46, 37
1.0215e-01, 24, 1, 13, 11, 45, 35
1.0220e-01, 24, 1, 13, 11, 45, 35
1.0225e-01, 23, 5, 12, 8, 47, 33
1.0230e-01, 23, 5, 12, 8, 47, 33
1.0235e-01, 22, 7, 12, 6, 41, 31
1.0240e-01, 22, 7, 12, 6, 41, 31
1.0245e-01, 24, 11, 10, 5, 43, 29
1.0250e-01, 24, 11, 10, 5, 43, 29
1.0255e-01, 22, 10, 10, 4, 43, 26
1.0260e-01, 22, 10, 10, 4, 43, 26
1.0265e-01, 21, 16, 11, 3, 42, 23
1.0270e-01, 21, 16, 11, 3, 42, 23
1.0275e-01, 22, 11, 10, -2, 38, 20
1.0280e-01, 22, 11, 10, -2, 38, 20
1.0285e-01, 21, 15, 10, -3, 37, 17
1.0290e-01, 21, 15, 10, -3, 37, 17
1.0295e-01, 17, 15, 11, -4, 37, 16
1.0300e-01, 17, 15, 11, -4, 37, 16
1.0305e-01, 17, 14, 11, -3, 34, 11
1.0310e-01, 17, 14, 11, -3, 34, 11
1.0315e-01, 16, 13, 10, -3, 33, 10
1.0320e-01, 16, 13, 10, -3, 33, 10
1.0325e-01, 14, 14, 12, -7, 33, 6
1.0330e-01, 14, 14, 12, -7, 33, 6
1.0335e-01, 15, 12, 13, -7, 33, 9
1.0340e-01, 15, 12, 13, -7, 33, 9
1.0345e-01, 14, 13, 11, -9, 30, 4
1.0350e-01, 14, 13, 11, -9, 30, 4
1.0355e-01, 11, 13, 13, -10, 29, 1
1.0360e-01, 11, 13, 13, -10, 29, 1
1.0365e-01, 11, 16, 14, -13, 27, 0
1.0370e-01, 11, 16, 14, -13, 27, 0
1.0375e-01, 10, 14, 13, -10, 26, -2
1.0380e-01, 10, 14, 13, -10, 26, -2
1.0385e-01, 13, 13, 13, -12, 26, -4
1.0390e-01, 13, 13, 13, -12, 26, -4
1.0395e-01, 13, 12, 13, -15, 25, -5
1.0400e-01, 13, 12, 13, -15, 25, -5
1.0405e-01, 14, 15, 14, -16, 22, -6
1.0410e-01, 14, 15, 14, -16, 22, -6
1.0415e-01, 15, 14, 14, -15, 22, -10
1.0420e-01, 15, 14, 14, -15, 22, -10
1.0425e-01, 16, 13, 15, -20, 19, -12
1.0430e-01, 16, 13, 15, -20, 19, -12
1.0435e-01, 17, 14, 13, -22, 18, -13
1.0440e-01, 17, 14, 13, -22, 18, -13
1.0445e-01, 17, 15, 14, -19, 15, -21
1.0450e-01, 17, 15, 14, -19, 15, -21
1.0455e-01, 19, 17, 14, -24, 14, -20
1.0460e-01, 19, 17, 14, -24, 14, -20
1.0465e-01, 21, 16, 13, -23, 7, -25
1.0470e-01, 21, 16, 13, -23, 7, -25
1.0475e-01, 22, 16, 12, -22, 6, -28
1.0480e-01, 22, 16, 12, -22, 6, -28
1.0485e-01, 19, 17, 12, -25, 5, -34
1.0490e-01, 19, 17, 12, -25, 5, -34
1.0495e-01, 20, 16, 12, -25, 4, -35
1.0500e-01, 20, 16, 12, -25, 4, -35
1.0505e-01, 19, 16, 11, -25, 0, -37
1.0510e-01, 19, 16, 11, -25, 0, -37
1.0515e-01, 17, 15, 10, -23, -3, -42
1.0520e-01, 17, 15, 10, -23, -3, -42
1.0525e-01, 15, 15, 8, -23, -6, -42
1.0530e-01, 15, 15, 8, -23, -6, -42
1.0535e-01, 15, 16, 9, -21, -8, -45
1.0540e-01, 15, 16, 9, -21, -8, -45
1.0545e-01, 13, 14, 8, -23, -12, -48
1.0550e-01, 13, 14, 8, -23, -12, -48
1.0555e-01, 11, 12, 8, -22, -12, -48
1.0560e-01, 11, 12, 8, -22, -12, -48
1.0565e-01, 10, 13, 7, -19, -15, -50
1.0570e-01, 10, 13, 7, -19, -15, -50
1.0575e-01, 9, 10, 6, -20, -18, -52
1.0580e-01, 9, 10, 6, -20, -18, -52
1.0585e-01, 8, 10, 5, -18, -19, -53
1.0590e-01, 8, 10, 5, -18, -19, -53
1.0595e-01, 6, 8, 4, -15, -20, -54
1.0600e-01, 6, 8, 4, -15, -20, -54
1.0605e-01, 3, 4, 3, -13, -23, -56
1.0610e-01, 3, 4, 3, -13, -23, -56
1.0615e-01, 2, 1, 1, -13, -27, -56
1.0620e-01, 2, 1, 1, -13, -27, -56
1.0625e-01, 2, -1, 1, -13, -26, -57
1.0630e-01, 2, -1, 1, -13, -26, -57
1.0635e-01, 4, -2, 1, -8, -27, -58
1.0640e-01, 4, -2, 1, -8, -27, -58
1.0645e-01, 2, -4, 1, -7, -28, -54
1.0650e-01, 2, -4, 1, -7, -28, -54
1.0655e-01, 1, -5, -2, -4, -30, -57
1.0660e-01, 1, -5, -2, -4, -30, -57
1.0665e-01, 4, -8, -2, -1, -28, -57
1.0670e-01, 4, -8, -2, -1, -28, -57
1.0675e-01, 3, -14, -3, -1, -31, -57
1.0680e-01, 3, -14, -3, -1, -31, -57
1.0685e-01, 6, -14, -3, 3, -31, -56
1.0690e-01, 6, -14, -3, 3, -31, -56
1.0695e-01, 8, -14, -3, 3, -31, -51
1.0700e-01, 8, -14, -3, 3, -31, -51
1.0705e-01, 10, -15, -5, 8, -32, -50
1.0710e-01, 10, -15, -5, 8, -32, -50
1.0715e-01, 10, -14, -3, 10, -32, -47
1.0720e-01, 10, -14, -3, 10, -32, -47
1.0725e-01, 11, -14, -4, 10, -32, -45
